iter	Logloss
129	0.1770645172
130	0.1766626602
131	0.1762307825
132	0.1757303059
133	0.1752953037
134	0.1749045218
135	0.1745544506
136	0.1741964398
137	0.1736447149
138	0.1731742701
139	0.1727097779
140	0.1722287757
141	0.1717375872
142	0.1714271573
143	0.1709985269
144	0.1705101112
145	0.1701889533
146	0.1697647678
147	0.1694178922
148	0.1690624161
149	0.1687600015
150	0.1684000176
151	0.1681608793
152	0.1679079113
153	0.167631463
154	0.1673076193
155	0.167037871
156	0.1667392444
157	0.1663758977
158	0.1660058233
159	0.1657255596
160	0.165408971
161	0.1650839196
162	0.1648577448
163	0.1645390776
164	0.1641980885
165	0.1639369642
166	0.1637145013
167	0.1635160307
168	0.1632481302
169	0.1629212374
170	0.1627028834
171	0.1624907782
172	0.1623139104
173	0.1619935096
174	0.16181947
175	0.161541154
176	0.1613448997
177	0.1610581552
178	0.1608369309
179	0.1606654311
180	0.1604831201
181	0.1602400555
182	0.1600465701
183	0.159772583
184	0.1595299662
185	0.1593773381
186	0.1592078253
187	0.1590561812
188	0.158871251
189	0.1587257434
190	0.1584810384
191	0.158248955
192	0.1581077213
193	0.1579787888
194	0.1577734764
195	0.1575635643
196	0.1573656165
197	0.1571992322
198	0.1570551616
199	0.1569362489
200	0.1567943368
201	0.156645683
202	0.1564373331
203	0.1562805883
204	0.1561001219
205	0.155853247
206	0.1557299329
207	0.1556038013
208	0.1554788571
209	0.1553427579
210	0.1551543881
211	0.1550434251
212	0.1549312023
213	0.1547833403
214	0.1545897056
215	0.1544841633
216	0.154364954
217	0.1541691609
218	0.1540103898
219	0.1538851715
220	0.1537667049
221	0.1536160314
222	0.153521773
223	0.1533526941
224	0.1532636483
225	0.1531091053
226	0.152964994
227	0.1528673302
228	0.1527477696
229	0.1526895201
230	0.1525872431
231	0.1524985657
232	0.1523698416
233	0.1522127612
234	0.1520739125
235	0.151889096
236	0.1517904504
237	0.151642894
238	0.1515079738
239	0.151355354
240	0.1512497839
241	0.1510900067
242	0.1509954113
243	0.1508777101
244	0.1508057908
245	0.150714092
246	0.1506311129
247	0.1505102471
248	0.1503995296
249	0.1502868866
250	0.1502064006
251	0.1501027024
252	0.1499795311
253	0.1498803781
254	0.149746343
255	0.1496694561
256	0.1495618353
257	0.1494788904
258	0.1493295046
259	0.1491974269
260	0.1491083367
261	0.1489696811
262	0.1488343214
263	0.1487926895
264	0.1487254772
265	0.1486666014
266	0.1485574844
267	0.1484695303
268	0.1483797039
269	0.1483284968
270	0.1482186459
271	0.1481024537
272	0.1480048777
273	0.147923819
274	0.1478193993
275	0.1477411693
276	0.147682092
277	0.1475979824
278	0.1475182345
279	0.1474227217
280	0.1473205561
281	0.1472392358
282	0.1471679631
283	0.147049429
284	0.1469844763
285	0.1468828252
286	0.1468297758
287	0.1467778217
288	0.1467130461
289	0.1466550142
290	0.1466066015
291	0.1465297867
292	0.1464715899
293	0.1464200019
294	0.1463075262
295	0.1462480214
296	0.1462015624
297	0.1461374541
298	0.1460776414
299	0.146010308
300	0.145960976
301	0.145912505
302	0.1458182522
303	0.1457244116
304	0.1456735086
305	0.1456143851
306	0.1455614605
307	0.1455350176
308	0.1454637504
309	0.1454104033
310	0.1453680957
311	0.1453036722
312	0.1452603852
313	0.1452226986
314	0.1451426849
315	0.1450982281
316	0.1450464026
317	0.1449967055
318	0.144951829
319	0.1449018296
320	0.1448503433
321	0.1447954423
322	0.1447218744
323	0.1446328166
324	0.144603362
325	0.1445472132
326	0.1445187551
327	0.1444714595
328	0.1443989634
329	0.1443550067
330	0.1442720304
331	0.1442495998
332	0.1442033598
333	0.1441349485
334	0.1440532636
335	0.144005858
336	0.1439649041
337	0.1439392687
338	0.1439024043
339	0.1438589306
340	0.1438037791
341	0.1437461568
342	0.1436757673
343	0.1436455895
344	0.1435926242
345	0.1435600887
346	0.1435374325
347	0.1434770171
348	0.1434197997
349	0.1433851658
350	0.1433382035
351	0.1432860923
352	0.1432531214
353	0.1431915367
354	0.1431402848
355	0.1431044867
356	0.1430604079
357	0.1429967466
358	0.1429767323
359	0.1428748968
360	0.1428493205
361	0.1427929239
362	0.1427415245
363	0.1427131931
364	0.1426903451
365	0.1426635902
366	0.1426073549
367	0.1425742652
368	0.1425467621
369	0.1425178839
370	0.1424764022
371	0.1424438339
372	0.1424030718
373	0.1423654975
374	0.142303238
375	0.1422664762
376	0.1421786945
377	0.1421006581
378	0.1420579867
379	0.1420052974
380	0.1419179663
381	0.1418828911
382	0.1418339015
383	0.1418087153
384	0.1417829033
385	0.1417446782
386	0.1416678579
387	0.1416332587
388	0.1415900678
389	0.1415256573
390	0.1414900047
391	0.141454612
392	0.1414142058
393	0.1413544528
394	0.141326792
395	0.1412856477
396	0.1412523334
397	0.1412210592
398	0.1411913542
399	0.1411655297
400	0.1411428356
401	0.1411086556
402	0.1410886691
403	0.1410589673
404	0.1410326654
405	0.1409987678
406	0.1409595624
407	0.1409448065
408	0.1409059533
409	0.1408815639
410	0.1408557334
411	0.1407947662
412	0.1407418573
413	0.1407003566
414	0.1406720747
415	0.1406494989
416	0.1406146483
417	0.1405831449
418	0.1405530465
419	0.1405246846
420	0.1404759211
421	0.1404199765
422	0.1403906648
423	0.1403574249
424	0.1403050558
425	0.1402662733
426	0.1402379008
427	0.1401909606
428	0.1401573713
429	0.1401261383
430	0.1401007676
431	0.1400392338
432	0.1399912611
433	0.1399593408
434	0.1399215709
435	0.1398764865
436	0.1398479429
437	0.1398221189
438	0.1398021578
439	0.139777883
440	0.1397496676
441	0.1397188833
442	0.1396970637
443	0.1396740443
444	0.1396432979
445	0.1396174545
446	0.1395626945
447	0.1395468806
448	0.1394958482
449	0.139473444
450	0.1394417422
451	0.1394130369
452	0.1393830301
453	0.139358765
454	0.13933178
455	0.1392871461
456	0.1392623329
457	0.1392317502
458	0.139209167
459	0.1391736855
460	0.139149683
461	0.1391236986
462	0.1391067972
463	0.1390734718
464	0.1390370081
465	0.1390020969
466	0.1389770189
467	0.1389578338
468	0.1389219137
469	0.1389022557
470	0.1388780226
471	0.1388353244
472	0.1388031106
473	0.1387797976
474	0.1387365679
475	0.13870523
476	0.1386622115
477	0.1386370188
478	0.1386079012
479	0.1385850736
480	0.138551219
481	0.1385142016
482	0.1384883231
483	0.138466539
484	0.1384318201
485	0.1384115332
486	0.1383792366
487	0.138356824
488	0.1383269239
489	0.1382901002
490	0.1382669019
491	0.1382336514
492	0.1381943295
493	0.1381673246
494	0.138141929
495	0.1381203364
496	0.1380935515
497	0.1380659475
498	0.1380384476
499	0.1380043735
500	0.1379794558
501	0.13795152
502	0.1379297989
503	0.1378976752
504	0.1378810455
505	0.137859304
506	0.1378372737
507	0.1378074438
508	0.1377683831
509	0.1377552278
510	0.1377236351
511	0.1377018747
512	0.1376799798
513	0.1376451657
514	0.1376229643
515	0.1375995219
516	0.1375739031
517	0.1375437433
518	0.1375145517
519	0.1374753376
520	0.1374463785
521	0.1374270815
522	0.1374056876
523	0.1373780634
524	0.1373324806
525	0.1373047958
526	0.1372719095
527	0.1372529019
528	0.137221221
529	0.137203642
530	0.1371735547
531	0.1371512951
532	0.1371338002
533	0.1371088456
534	0.1370618347
535	0.1370407264
536	0.1370202051
537	0.1369734998
538	0.1369517555
539	0.136930595
540	0.1369062375
541	0.1368713189
542	0.1368343307
543	0.1368084854
544	0.1367666067
545	0.1367400103
546	0.1367259352
547	0.1367091281
548	0.1366956206
549	0.136673103
550	0.1366614216
551	0.1366477574
552	0.1366247014
553	0.1365940591
554	0.1365562365
555	0.1365229953
556	0.1365017964
557	0.1364678711
558	0.1364474667
559	0.1364301512
560	0.1364029669
561	0.1363804448
562	0.1363570819
563	0.1363450941
564	0.1363268592
565	0.1363132593
566	0.1362818681
567	0.1362628014
568	0.1362336902
569	0.1362141224
570	0.1361939995
571	0.1361621277
572	0.1361459446
573	0.13612984
574	0.1361105726
575	0.1360914573
576	0.1360668691
577	0.1360491358
578	0.1360248338
579	0.1359979324
580	0.1359733355
581	0.1359595358
582	0.1359101072
583	0.135880563
584	0.1358609934
585	0.1358372141
586	0.1358185873
587	0.1357980688
588	0.1357803996
589	0.1357547623
590	0.1357178286
591	0.1356920906
592	0.1356713525
593	0.1356556824
594	0.1356364159
595	0.1356140569
596	0.1355970746
597	0.1355702278
598	0.1355485357
599	0.1355289684
600	0.1355151817
601	0.1354985636
602	0.1354780682
603	0.1354538489
604	0.1354310915
605	0.1354148834
606	0.135390641
607	0.1353746418
608	0.1353537294
609	0.1353327982
610	0.1353032521
611	0.1352790753
612	0.1352503529
613	0.1352194
614	0.1351937451
615	0.1351728591
616	0.1351491954
617	0.135127355
618	0.1351108543
619	0.1350834537
620	0.1350594692
621	0.1350374897
622	0.1350223192
623	0.1350035773
624	0.1349799349
625	0.1349585312
626	0.1349331426
627	0.1349101902
628	0.1348926773
629	0.134876593
630	0.1348578881
631	0.134831259
632	0.1348040627
633	0.134786425
634	0.1347675667
635	0.1347525746
636	0.1347246845
637	0.134694472
638	0.1346756137
639	0.1346611993
640	0.1346424713
641	0.1346300314
642	0.1346083921
643	0.134586793
644	0.1345723199
645	0.1345354851
646	0.1345203594
647	0.1345061003
648	0.1344760348
649	0.1344579802
650	0.1344335409
651	0.1344132655
652	0.1343926162
653	0.1343662181
654	0.1343467039
655	0.1343284848
656	0.1342987303
657	0.1342802218
658	0.1342569606
659	0.1342299548
660	0.1342043734
661	0.134178243
662	0.1341633923
663	0.1341416989
664	0.1341113195
665	0.1340969916
666	0.1340745189
667	0.1340559392
668	0.1340317038
669	0.1339976509
670	0.1339777198
671	0.1339639248
672	0.1339394129
673	0.1339217096
674	0.1338940636
675	0.1338758163
676	0.1338564791
677	0.133833646
678	0.1338124864
679	0.1337984538
680	0.1337844466
681	0.133762847
682	0.1337416823
683	0.1337226964
684	0.1337061772
685	0.1336942448
686	0.1336745629
687	0.1336575367
688	0.133635908
689	0.1336079047
690	0.1335846315
691	0.133566564
692	0.1335385811
693	0.1335213598
694	0.1335063437
695	0.133487538
696	0.1334697303
697	0.1334528348
698	0.1334250701
699	0.1334029898
700	0.1333886485
701	0.1333649491
702	0.1333515525
703	0.1333406804
704	0.1333170883
705	0.1333020902
706	0.1332736233
707	0.1332528506
708	0.1332300031
709	0.1332132325
710	0.1331912238
711	0.1331700869
712	0.1331357623
713	0.1331145652
714	0.1330987749
715	0.1330815865
716	0.133060634
717	0.1330417761
718	0.1330213676
719	0.1330050185
720	0.132989309
721	0.1329739892
722	0.1329495356
723	0.1329274942
724	0.1329070334
725	0.1328802018
726	0.1328612741
727	0.1328412252
728	0.1328269435
729	0.1327907918
730	0.1327703172
731	0.1327576453
732	0.1327454804
733	0.1327281783
734	0.1327170214
735	0.1326974601
736	0.1326716314
737	0.132652017
738	0.1326370697
739	0.1326127635
740	0.1325941672
741	0.1325772057
742	0.1325598976
743	0.1325475192
744	0.1325356408
745	0.1325146014
746	0.1324931192
747	0.1324728849
748	0.1324508088
749	0.1324399418
750	0.1324251355
751	0.1324147708
752	0.1323928251
753	0.1323742875
754	0.1323602119
755	0.132342778
756	0.1323236318
757	0.1323092317
758	0.1322882034
759	0.1322621386
760	0.1322370897
761	0.1322237642
762	0.132212704
763	0.1321898306
764	0.1321720085
765	0.1321485962
766	0.132073527
767	0.1320455732
768	0.132035307
769	0.1320198532
770	0.132005773
771	0.1319930849
772	0.1319795066
773	0.1319595358
774	0.1318746923
775	0.1318600884
776	0.1318438877
777	0.1318274997
778	0.131809007
779	0.1317911017
780	0.1317699865
781	0.1317511549
782	0.1317356114
783	0.1317053693
784	0.1316883847
785	0.1316668776
786	0.1316474429
787	0.13162919
788	0.1316085282
789	0.1315881844
790	0.1315731313
791	0.1315514037
792	0.1315360252
793	0.13152189
794	0.1315017329
795	0.1314886011
796	0.1314706667
797	0.1314514829
798	0.1314375229
799	0.1314223039
800	0.1314132107
801	0.1313989909
802	0.1313773932
803	0.1313642559
804	0.1313411329
805	0.1313188913
806	0.1313076337
807	0.1312893776
808	0.1312757189
809	0.1312443431
810	0.1312242035
811	0.131210359
812	0.1311606259
813	0.1311456952
814	0.1311204536
815	0.1311085507
816	0.1310917787
817	0.1310760166
818	0.131062748
819	0.1310435726
820	0.1310317142
821	0.1310093321
822	0.1309949237
823	0.1309802847
824	0.1309045283
825	0.1308959154
826	0.1308712117
827	0.1308501044
828	0.1308338431
829	0.1308232755
830	0.1308095905
831	0.1307889305
832	0.1307688465
833	0.1307541188
834	0.1307396651
835	0.1307289071
836	0.1307159759
837	0.1306992187
838	0.1306873104
839	0.1306746066
840	0.1306573788
841	0.1306445267
842	0.1306325832
843	0.1306190502
844	0.1305963331
845	0.1305729637
846	0.1305625247
847	0.1305457601
848	0.1305215482
849	0.1305018385
850	0.1304898321
851	0.1304733411
852	0.130457017
853	0.130441895
854	0.1304306259
855	0.1304135756
856	0.1303956477
857	0.1303789325
858	0.1303610818
859	0.1303395265
860	0.13032913
861	0.1303125882
862	0.1302856623
863	0.1302679354
864	0.1302553374
865	0.1302334217
866	0.1302173023
867	0.1301895801
868	0.1301753473
869	0.1301598427
870	0.1301503959
871	0.1301403923
872	0.1301255559
873	0.1300983208
874	0.1300843442
875	0.1300640267
876	0.1300480459
877	0.130033786
878	0.1300170084
879	0.1300116317
880	0.1299988244
881	0.1299881108
882	0.1299777355
883	0.1299506396
884	0.129936264
885	0.1299263167
886	0.1299132598
887	0.1299041796
888	0.1298908287
889	0.1298758935
890	0.1298595486
891	0.1298432018
892	0.1298312772
893	0.1298192935
894	0.1297987542
895	0.1297817174
896	0.1297672184
897	0.1297506105
898	0.129732689
899	0.1297171649
900	0.1297029678
901	0.1296891741
902	0.1296745107
903	0.1296524928
904	0.1296398144
905	0.1296275335
906	0.1296141281
907	0.129591581
908	0.1295773423
909	0.1295675434
910	0.1295468187
911	0.1295335598
912	0.129518473
913	0.1294858432
914	0.1294705927
915	0.1294568379
916	0.1294436446
917	0.1294278409
918	0.1294080014
919	0.1293930439
920	0.1293803119
921	0.1293659526
922	0.1293413256
923	0.1293249211
924	0.1292988262
925	0.1292266758
926	0.129206809
927	0.1291938824
928	0.1291764504
929	0.1291508972
930	0.1291394898
931	0.129125338
932	0.1291090115
933	0.1290966826
934	0.12907724
935	0.1290653696
936	0.1290530397
937	0.129044191
938	0.1290284821
939	0.1290160242
940	0.1290023835
941	0.1289866195
942	0.1289680163
943	0.1289547112
944	0.1289386154
945	0.1289240911
946	0.1289129693
947	0.1288971051
948	0.1288817797
949	0.1288613768
950	0.1288466989
951	0.1288287802
952	0.1288085436
953	0.1287968456
954	0.1287852705
955	0.1287669094
956	0.1287520403
957	0.1287342367
958	0.1287176828
959	0.1287019484
960	0.1286869448
961	0.1286690487
962	0.1286582136
963	0.1286451668
964	0.1286339818
965	0.1286200268
966	0.1286041117
967	0.1285950958
968	0.1285870499
969	0.1285698171
970	0.1285531681
971	0.1285283253
972	0.1285151482
973	0.1285007921
974	0.128490035
975	0.1284780878
976	0.1284617979
977	0.1284481591
978	0.1284294519
979	0.1284119057
980	0.1283958543
981	0.1283857022
982	0.1283688281
983	0.1283547728
984	0.1283402697
985	0.128331233
986	0.1283207445
987	0.1283074768
988	0.1282941486
989	0.128277042
990	0.1282654881
991	0.1282502575
992	0.1282365526
993	0.1282264985
994	0.1282079804
995	0.1281973805
996	0.1281830521
997	0.128170933
998	0.1281587126
999	0.1281438005
1000	0.1281338282
1001	0.1281096325
1002	0.1280428107
1003	0.1280291539
1004	0.128003933
1005	0.1279909048
1006	0.1279711521
1007	0.1279447499
1008	0.1279256022
1009	0.1279085302
1010	0.1278958934
1011	0.1278792282
1012	0.1278659568
1013	0.1278496937
1014	0.1278379365
1015	0.1278168693
1016	0.1278048833
1017	0.1277928599
1018	0.1277830351
1019	0.1277697249
1020	0.1277545553
1021	0.1277382427
1022	0.1277280861
1023	0.1277145591
1024	0.1276968937
1025	0.1276788645
1026	0.1276692116
1027	0.1276557753
1028	0.127634618
1029	0.1276218906
1030	0.1276017913
1031	0.1275856802
1032	0.1275702985
1033	0.1275484868
1034	0.1275276535
1035	0.1275173586
1036	0.1275061038
1037	0.1274789949
1038	0.1274644299
1039	0.1274530197
1040	0.1274369822
1041	0.1274239955
1042	0.1274089493
1043	0.1273918547
1044	0.1273805869
1045	0.1273673664
1046	0.1273532243
1047	0.1273393058
1048	0.1273211126
1049	0.1273100764
1050	0.1272965693
1051	0.1272829042
1052	0.1272728154
1053	0.1272559834
1054	0.1272485485
1055	0.1272329463
1056	0.1272142521
1057	0.1272003189
1058	0.1271890756
1059	0.1271801054
1060	0.1271662803
1061	0.1271531897
1062	0.1271454466
1063	0.1271304646
1064	0.1271207956
1065	0.1271092653
1066	0.1270954957
1067	0.127081593
1068	0.1270720732
1069	0.1270571837
1070	0.1270504283
1071	0.1270298211
1072	0.1270153332
1073	0.1270054428
1074	0.1269948438
1075	0.1269824732
1076	0.1269638372
1077	0.12694683
1078	0.1269340795
1079	0.1269071309
1080	0.1268908563
1081	0.1268789502
1082	0.1268667488
1083	0.1268575544
1084	0.1268461522
1085	0.1268307524
1086	0.126817286
1087	0.1268064703
1088	0.1267889601
1089	0.1267713423
1090	0.126759929
1091	0.1267392085
1092	0.1267300534
1093	0.1267175095
1094	0.1267061613
1095	0.1266828451
1096	0.1266671597
1097	0.1266523844
1098	0.1266350605
1099	0.1266139278
1100	0.1265987693
1101	0.1265834079
1102	0.1265693207
1103	0.1265578117
1104	0.1265454846
1105	0.1265343426
1106	0.1265152758
1107	0.1265020968
1108	0.126491074
1109	0.1264765709
1110	0.1264601594
1111	0.1264475014
1112	0.1264334462
1113	0.126418045
1114	0.1264057715
1115	0.1263916372
1116	0.1263739288
1117	0.1263628413
1118	0.1263533812
1119	0.1263443842
1120	0.1263256321
1121	0.1263099786
1122	0.1262986776
1123	0.126285488
1124	0.1262708356
1125	0.1262581642
1126	0.1262504197
1127	0.1262353241
1128	0.1262247663
1129	0.126206622
1130	0.1261949655
1131	0.1261811945
1132	0.1261656339
1133	0.1261555443
1134	0.1261480406
1135	0.1261355462
1136	0.1261179251
1137	0.1261049967
1138	0.1260921053
1139	0.1260811204
1140	0.1260722278
1141	0.126057275
1142	0.1260401864
1143	0.1260270347
1144	0.1260162458
1145	0.126007118
1146	0.1259892552
1147	0.125977076
1148	0.1259500429
1149	0.1259356456
1150	0.1259223978
1151	0.1259043137
1152	0.1258918105
1153	0.1258810312
1154	0.1258720564
1155	0.1258517218
1156	0.1258370394
1157	0.1258264825
1158	0.1258158058
1159	0.1257538773
1160	0.1257386545
1161	0.1257293788
1162	0.1257200093
1163	0.1257077792
1164	0.1256956162
1165	0.1256819658
1166	0.1256741409
1167	0.1256573638
1168	0.1256491553
1169	0.1256341438
1170	0.1256255748
1171	0.1256112893
1172	0.1255979551
1173	0.1255813782
1174	0.1255697785
1175	0.1255563597
1176	0.1255469292
1177	0.1255317236
1178	0.1255200061
1179	0.125499916
1180	0.1254786862
1181	0.1254146615
1182	0.1254019698
1183	0.1253909095
1184	0.1253816953
1185	0.1253708504
1186	0.1253474839
1187	0.1252881949
1188	0.1252746698
1189	0.125265602
1190	0.1252537838
1191	0.125239118
1192	0.1252293491
1193	0.1252135523
1194	0.1251962659
1195	0.1251866195
1196	0.1251723604
1197	0.1251519598
1198	0.125142079
1199	0.1251239232
1200	0.1250883821
1201	0.125066434
1202	0.1250544212
1203	0.1250421634
1204	0.125034803
1205	0.1250225517
1206	0.1250119541
1207	0.1250033814
1208	0.1249926419
1209	0.124972654
1210	0.124954482
1211	0.1249470426
1212	0.124936249
1213	0.12492054
1214	0.1249053316
1215	0.1248957107
1216	0.1248753294
1217	0.1248613356
1218	0.1248494624
1219	0.1248383194
1220	0.1248168132
1221	0.1248030302
1222	0.1247913252
1223	0.1247795365
1224	0.1247661699
1225	0.124760234
1226	0.1247420879
1227	0.1247298685
1228	0.1247187029
1229	0.1247056987
1230	0.1246938471
1231	0.1246864664
1232	0.1246740663
1233	0.1246669421
1234	0.124656509
1235	0.1246444514
1236	0.1246325268
1237	0.1246194847
1238	0.1246064435
1239	0.124593804
1240	0.1245859929
1241	0.1245677146
1242	0.1245529453
1243	0.1245369378
1244	0.1244746538
1245	0.1244661795
1246	0.1244574334
1247	0.1244422056
1248	0.1244313483
1249	0.1244207562
1250	0.1244028981
1251	0.12439142
1252	0.1243695399
1253	0.1243592173
1254	0.1243470778
1255	0.1243312071
1256	0.1243158499
1257	0.1243025018
1258	0.1242862104
1259	0.1242791606
1260	0.1242652907
1261	0.1242540271
1262	0.1242411315
1263	0.1242336408
1264	0.1241784514
1265	0.1241685975
1266	0.1241543038
1267	0.1241453881
1268	0.1241298696
1269	0.1241149436
1270	0.1241009442
1271	0.1240890571
1272	0.1240762785
1273	0.1240657562
1274	0.1240528195
1275	0.1240417463
1276	0.1240328644
1277	0.1240217778
1278	0.1239691582
1279	0.1239525591
1280	0.123936875
1281	0.1239238981
1282	0.1239126798
1283	0.1238946936
1284	0.1238812267
1285	0.1238685433
1286	0.1238579854
1287	0.1238493656
1288	0.1238344275
1289	0.1238256108
1290	0.12381584
1291	0.1237980836
1292	0.1237848261
1293	0.1237742188
1294	0.1237627241
1295	0.123750714
1296	0.1237247061
1297	0.1237121012
1298	0.123701022
1299	0.1236878588
1300	0.1236783159
1301	0.1236660438
1302	0.1236540818
1303	0.123640834
1304	0.1236292201
1305	0.1236164728
1306	0.1236104223
1307	0.1235947961
1308	0.1235850221
1309	0.1235686716
1310	0.1235571686
1311	0.1235416329
1312	0.1235300232
1313	0.1235225888
1314	0.1235106518
1315	0.1234975255
1316	0.1234855497
1317	0.1234731251
1318	0.1234604074
1319	0.1234519248
1320	0.1234410467
1321	0.1234257047
1322	0.1234149028
1323	0.1234038014
1324	0.123393807
1325	0.1233808171
1326	0.123367922
1327	0.1233588464
1328	0.1233477515
1329	0.1233345203
1330	0.1233199876
1331	0.1233102599
1332	0.1232963465
1333	0.1232855932
1334	0.1232722913
1335	0.12325674
1336	0.1232495233
1337	0.1231981729
1338	0.1231794962
1339	0.1231697814
1340	0.1231590988
1341	0.1231419612
1342	0.1231272094
1343	0.1231136094
1344	0.1230615898
1345	0.1230519619
1346	0.1230416093
1347	0.1230309946
1348	0.1230202985
1349	0.1230091038
1350	0.1229993072
1351	0.1229838395
1352	0.1229749668
1353	0.1229655085
1354	0.1229529045
1355	0.1229410613
1356	0.1229306006
1357	0.1229189261
1358	0.122910932
1359	0.1228952388
1360	0.1228837233
1361	0.1228359262
1362	0.1228227454
1363	0.1228115742
1364	0.1228009572
1365	0.1227881185
1366	0.1227775875
1367	0.1227630751
1368	0.1227530104
1369	0.1227410212
1370	0.1227272391
1371	0.1227147798
1372	0.1227046795
1373	0.1226926907
1374	0.1226777236
1375	0.1226671477
1376	0.1226584068
1377	0.1226512599
1378	0.1226412234
1379	0.1226272421
1380	0.1226158454
1381	0.1226053611
1382	0.1225858931
1383	0.1225461506
1384	0.122527376
1385	0.122516233
1386	0.1225034529
1387	0.1224908351
1388	0.1224779381
1389	0.1224686453
1390	0.1224502413
1391	0.1224413843
1392	0.122433485
1393	0.1224145569
1394	0.1224020024
1395	0.1223839482
1396	0.1223733294
1397	0.1223638665
1398	0.122349802
1399	0.1223298704
1400	0.1223122443
1401	0.1222962456
1402	0.1222862895
1403	0.122235912
1404	0.1222267347
1405	0.1222164357
1406	0.1221991234
1407	0.1221876846
1408	0.1221769156
1409	0.1221670464
1410	0.1221584589
1411	0.1221452259
1412	0.122134552
1413	0.1221278225
1414	0.1221184784
1415	0.1221082926
1416	0.1220931064
1417	0.1220830265
1418	0.1220706804
1419	0.1220627344
1420	0.1220499927
1421	0.1220397972
1422	0.1220286644
1423	0.121981715
1424	0.1219691369
1425	0.1219575137
1426	0.121947052
1427	0.1219363754
1428	0.1219230014
1429	0.121913674
1430	0.1219057437
1431	0.1218943007
1432	0.1218859716
1433	0.1218755487
1434	0.1218680349
1435	0.1218570842
1436	0.1218474036
1437	0.1218397695
1438	0.1218279795
1439	0.1218142191
1440	0.121799454
1441	0.1217924846
1442	0.1217769605
1443	0.1217696024
1444	0.1217620373
1445	0.1217528276
1446	0.1217363334
1447	0.1217184637
1448	0.1217103541
1449	0.1217014661
1450	0.1216929475
1451	0.1216837582
1452	0.1216691359
1453	0.1216590652
1454	0.1216470704
1455	0.1216365994
1456	0.1216238545
1457	0.121615958
1458	0.1216066282
1459	0.1215994739
1460	0.1215891587
1461	0.12157671
1462	0.1215602278
1463	0.1215536601
1464	0.1215375324
1465	0.1215225731
1466	0.1215107794
1467	0.1215003038
1468	0.1214892727
1469	0.1214807609
1470	0.1214726828
1471	0.1214641549
1472	0.1214556649
1473	0.1214461123
1474	0.1214344295
1475	0.1214227074
1476	0.1214151806
1477	0.1214052116
1478	0.1213954825
1479	0.1213856017
1480	0.1213727995
1481	0.1213622366
1482	0.1213553518
1483	0.1213434841
1484	0.1213307844
1485	0.1213187314
1486	0.1213091187
1487	0.1213030885
1488	0.1212929351
1489	0.1212831256
1490	0.1212745746
1491	0.1212654001
1492	0.12125501
1493	0.1212460023
1494	0.121230713
1495	0.1212191019
1496	0.1212081322
1497	0.1211988098
1498	0.1211904294
1499	0.1211815021
1500	0.1211755718
1501	0.1211654733
1502	0.1211576937
1503	0.121149261
1504	0.1211408316
1505	0.1211295925
1506	0.121113633
1507	0.1211037449
1508	0.1210932883
1509	0.1210817589
1510	0.1210668213
1511	0.1210512136
1512	0.1210362626
1513	0.1210307723
