iter	Passed	Remaining
1662	81734	409755
1663	81783	409705
1664	81828	409634
1665	81874	409567
1666	81920	409504
1667	81963	409425
1668	82013	409379
1669	82066	409349
1670	82108	409264
1671	82161	409232
1672	82213	409197
1673	82248	409079
1674	82300	409043
1675	82346	408982
1676	82398	408945
1677	82433	408827
1678	82480	408768
1679	82531	408725
1680	82579	408674
1681	82623	408599
1682	82668	408531
1683	82713	408460
1684	82765	408422
1685	82808	408345
1686	82851	408265
1687	82896	408197
1688	82947	408155
1689	82994	408097
1690	83041	408037
1691	83088	407976
1692	83142	407951
1693	83191	407904
1694	83247	407887
1695	83292	407819
1696	83348	407803
1697	83396	407747
1698	83440	407674
1699	83490	407630
1700	83546	407612
1701	83588	407532
1702	83635	407472
1703	83689	407446
1704	83742	407417
1705	83787	407345
1706	83841	407321
1707	83888	407260
1708	83939	407220
1709	83980	407133
1710	84022	407051
1711	84072	407003
1712	84121	406955
1713	84170	406904
1714	84224	406878
1715	84272	406824
1716	84324	406792
1717	84372	406734
1718	84417	406669
1719	84466	406618
1720	84518	406583
1721	84570	406544
1722	84611	406457
1723	84648	406354
1724	84697	406301
1725	84751	406275
1726	84802	406235
1727	84849	406179
1728	84893	406102
1729	84945	406067
1730	84995	406023
1731	85041	405959
1732	85094	405930
1733	85138	405855
1734	85181	405775
1735	85229	405723
1736	85278	405673
1737	85325	405614
1738	85374	405566
1739	85429	405542
1740	85478	405493
1741	85527	405447
1742	85585	405436
1743	85627	405354
1744	85682	405336
1745	85733	405295
1746	85776	405218
1747	85813	405108
1748	85859	405048
1749	85913	405020
1750	85958	404952
1751	85994	404840
1752	86041	404783
1753	86093	404747
1754	86142	404695
1755	86183	404609
1756	86238	404589
1757	86289	404548
1758	86344	404529
1759	86395	404485
1760	86435	404397
1761	86480	404329
1762	86530	404281
1763	86576	404218
1764	86628	404184
1765	86684	404169
1766	86732	404113
1767	86783	404073
1768	86828	404005
1769	86874	403940
1770	86917	403866
1771	86962	403795
1772	87011	403746
1773	87053	403664
1774	87099	403600
1775	87151	403568
1776	87199	403510
1777	87242	403433
1778	87288	403369
1779	87339	403332
1780	87383	403259
1781	87435	403221
1782	87483	403171
1783	87534	403130
1784	87585	403089
1785	87630	403021
1786	87671	402937
1787	87718	402879
1788	87770	402839
1789	87819	402793
1790	87866	402735
1791	87914	402679
1792	87954	402587
1793	88013	402585
1794	88068	402565
1795	88105	402460
1796	88160	402436
1797	88206	402376
1798	88255	402326
1799	88312	402311
1800	88355	402233
1801	88404	402186
1802	88455	402147
1803	88510	402122
1804	88552	402041
1805	88607	402018
1806	88661	401994
1807	88711	401950
1808	88758	401891
1809	88802	401821
1810	88853	401780
1811	88900	401718
1812	88944	401647
1813	88989	401578
1814	89046	401566
1815	89091	401502
1816	89142	401458
1817	89190	401406
1818	89228	401309
1819	89275	401250
1820	89317	401170
1821	89375	401159
1822	89428	401126
1823	89482	401099
1824	89539	401086
1825	89603	401107
1826	89660	401090
1827	89714	401066
1828	89760	401004
1829	89811	400959
1830	89862	400920
1831	89908	400856
1832	89958	400814
1833	90020	400822
1834	90070	400778
1835	90120	400730
1836	90169	400682
1837	90228	400676
1838	90283	400652
1839	90330	400594
1840	90374	400523
1841	90416	400444
1842	90473	400429
1843	90519	400366
1844	90563	400297
1845	90612	400244
1846	90647	400134
1847	90695	400081
1848	90738	400003
1849	90785	399946
1850	90827	399868
1851	90877	399822
1852	90922	399754
1853	90974	399718
1854	91030	399698
1855	91079	399649
1856	91121	399568
1857	91161	399480
1858	91211	399438
1859	91259	399381
1860	91304	399317
1861	91354	399269
1862	91402	399216
1863	91449	399158
1864	91504	399137
1865	91554	399089
1866	91604	399048
1867	91652	398993
1868	91700	398940
1869	91746	398874
1870	91790	398806
1871	91844	398779
1872	91899	398752
1873	91948	398705
1874	92005	398692
1875	92056	398651
1876	92106	398602
1877	92156	398561
1878	92203	398501
1879	92247	398432
1880	92294	398373
1881	92342	398321
1882	92389	398261
1883	92436	398203
1884	92483	398145
1885	92532	398093
1886	92578	398034
1887	92624	397972
1888	92667	397897
1889	92714	397839
1890	92765	397796
1891	92816	397755
1892	92865	397708
1893	92909	397637
1894	92950	397554
1895	93004	397524
1896	93060	397508
1897	93107	397447
1898	93159	397411
1899	93202	397335
1900	93240	397238
1901	93278	397143
1902	93320	397067
1903	93376	397047
1904	93423	396988
1905	93479	396968
1906	93538	396964
1907	93583	396897
1908	93632	396844
1909	93685	396812
1910	93721	396710
1911	93771	396663
1912	93818	396605
1913	93872	396578
1914	93922	396536
1915	93982	396531
1916	94030	396479
1917	94081	396435
1918	94123	396357
1919	94175	396323
1920	94231	396300
1921	94285	396274
1922	94339	396245
1923	94381	396166
1924	94435	396137
1925	94485	396093
1926	94543	396080
1927	94589	396018
1928	94638	395969
1929	94682	395901
1930	94730	395847
1931	94774	395776
1932	94820	395713
1933	94873	395681
1934	94916	395607
1935	94968	395570
1936	95018	395527
1937	95065	395470
1938	95111	395407
1939	95161	395359
1940	95218	395345
1941	95266	395293
1942	95314	395237
1943	95361	395181
1944	95409	395129
1945	95457	395076
1946	95498	394992
1947	95542	394920
1948	95586	394850
1949	95633	394794
1950	95679	394734
1951	95726	394674
1952	95780	394647
1953	95832	394609
1954	95875	394534
1955	95914	394446
1956	95967	394411
1957	96012	394347
1958	96061	394296
1959	96105	394230
1960	96159	394201
1961	96212	394166
1962	96261	394116
1963	96303	394040
1964	96356	394005
1965	96406	393963
1966	96456	393915
1967	96500	393848
1968	96545	393781
1969	96583	393690
1970	96627	393617
1971	96678	393576
1972	96733	393551
1973	96780	393495
1974	96823	393421
1975	96871	393368
1976	96917	393306
1977	96968	393266
1978	97018	393222
1979	97067	393174
1980	97129	393177
1981	97176	393117
1982	97223	393060
1983	97270	393004
1984	97317	392948
1985	97375	392933
1986	97435	392929
1987	97482	392873
1988	97534	392835
1989	97583	392785
1990	97632	392734
1991	97682	392692
1992	97738	392668
1993	97783	392606
1994	97835	392568
1995	97881	392505
1996	97933	392469
1997	97978	392404
1998	98029	392363
1999	98075	392303
2000	98116	392219
2001	98159	392145
2002	98201	392071
2003	98246	392005
2004	98302	391982
2005	98363	391982
2006	98415	391945
2007	98471	391924
2008	98518	391868
2009	98566	391813
2010	98611	391750
2011	98651	391665
2012	98687	391562
2013	98729	391488
2014	98779	391440
2015	98830	391399
2016	98878	391345
2017	98934	391323
2018	98987	391294
2019	99030	391217
2020	99086	391196
2021	99131	391132
2022	99176	391067
2023	99220	391001
2024	99258	390908
2025	99304	390844
2026	99352	390791
2027	99411	390785
2028	99458	390726
2029	99507	390676
2030	99553	390614
2031	99597	390549
2032	99649	390508
2033	99696	390452
2034	99743	390397
2035	99806	390402
2036	99857	390361
2037	99914	390343
2038	99959	390279
2039	100002	390206
2040	100053	390164
2041	100101	390110
2042	100148	390052
2043	100193	389988
2044	100243	389944
2045	100281	389853
2046	100333	389814
2047	100385	389777
2048	100437	389742
2049	100487	389697
2050	100525	389604
2051	100581	389582
2052	100627	389519
2053	100684	389502
2054	100734	389457
2055	100783	389408
2056	100828	389345
2057	100885	389326
2058	100933	389271
2059	100983	389229
2060	101023	389142
2061	101071	389091
2062	101120	389041
2063	101166	388979
2064	101210	388912
2065	101255	388846
2066	101308	388812
2067	101362	388786
2068	101419	388767
2069	101466	388709
2070	101513	388654
2071	101561	388599
2072	101610	388552
2073	101657	388494
2074	101704	388435
2075	101760	388414
2076	101797	388321
2077	101843	388258
2078	101896	388227
2079	101944	388173
2080	101993	388125
2081	102037	388056
2082	102085	388004
2083	102128	387929
2084	102169	387853
2085	102217	387797
2086	102266	387749
2087	102323	387731
2088	102375	387694
2089	102429	387663
2090	102482	387631
2091	102540	387615
2092	102591	387573
2093	102634	387500
2094	102686	387462
2095	102728	387390
2096	102786	387372
2097	102835	387324
2098	102882	387268
2099	102934	387229
2100	102974	387147
2101	103032	387132
2102	103082	387085
2103	103136	387054
2104	103179	386982
2105	103233	386954
2106	103286	386919
2107	103339	386885
2108	103393	386854
2109	103444	386814
2110	103495	386772
2111	103545	386726
2112	103591	386665
2113	103639	386614
2114	103686	386555
2115	103738	386517
2116	103778	386437
2117	103823	386373
2118	103874	386332
2119	103925	386288
2120	103974	386241
2121	104021	386183
2122	104058	386089
2123	104110	386050
2124	104164	386021
2125	104219	385994
2126	104285	386009
2127	104331	385948
2128	104384	385914
2129	104436	385874
2130	104481	385811
2131	104531	385766
2132	104578	385711
2133	104627	385661
2134	104671	385594
2135	104728	385572
2136	104778	385528
2137	104826	385475
2138	104878	385436
2139	104927	385387
2140	104972	385325
2141	105018	385262
2142	105061	385191
2143	105108	385137
2144	105154	385076
2145	105206	385038
2146	105254	384986
2147	105309	384959
2148	105364	384930
2149	105420	384907
2150	105461	384827
2151	105510	384781
2152	105552	384706
2153	105624	384739
2154	105666	384664
2155	105720	384633
2156	105759	384547
2157	105811	384511
2158	105853	384437
2159	105913	384425
2160	105969	384402
2161	106009	384321
2162	106053	384252
2163	106101	384202
2164	106145	384134
2165	106200	384106
2166	106250	384061
2167	106304	384031
2168	106347	383959
2169	106394	383903
2170	106439	383838
2171	106491	383800
2172	106541	383754
2173	106591	383709
2174	106644	383674
2175	106694	383627
2176	106740	383568
2177	106777	383477
2178	106829	383438
2179	106877	383387
2180	106929	383346
2181	106974	383283
2182	107016	383210
2183	107065	383161
2184	107114	383110
2185	107154	383031
2186	107202	382977
2187	107255	382943
2188	107303	382890
2189	107350	382834
2190	107399	382784
2191	107450	382743
2192	107495	382680
2193	107544	382631
2194	107589	382566
2195	107631	382495
2196	107673	382420
2197	107728	382392
2198	107776	382340
2199	107824	382285
2200	107876	382249
2201	107915	382164
2202	107961	382103
2203	108016	382075
2204	108069	382041
2205	108121	382004
2206	108174	381967
2207	108226	381929
2208	108270	381864
2209	108329	381848
2210	108382	381815
2211	108432	381770
2212	108479	381710
2213	108528	381662
2214	108584	381638
2215	108621	381548
2216	108673	381509
2217	108723	381462
2218	108793	381486
2219	108843	381443
2220	108887	381374
2221	108941	381344
2222	108991	381297
2223	109032	381220
2224	109080	381168
2225	109128	381117
2226	109177	381067
2227	109229	381029
2228	109273	380962
2229	109325	380923
2230	109378	380886
2231	109431	380854
2232	109487	380827
2233	109531	380762
2234	109578	380704
2235	109632	380672
2236	109683	380630
2237	109735	380591
2238	109786	380552
2239	109832	380492
2240	109879	380434
2241	109925	380374
2242	109970	380312
2243	110016	380253
2244	110065	380205
2245	110111	380145
2246	110158	380088
2247	110213	380060
2248	110254	379981
2249	110298	379917
2250	110348	379871
2251	110397	379820
2252	110449	379785
2253	110496	379729
2254	110533	379638
2255	110577	379569
2256	110623	379512
2257	110668	379449
2258	110720	379410
2259	110768	379358
2260	110820	379317
2261	110869	379269
2262	110910	379193
2263	110962	379155
2264	111015	379117
2265	111064	379071
2266	111115	379028
2267	111168	378992
2268	111222	378960
2269	111262	378879
2270	111305	378809
2271	111346	378735
2272	111400	378702
2273	111448	378649
2274	111507	378634
2275	111561	378603
2276	111607	378542
2277	111653	378484
2278	111702	378436
2279	111756	378402
2280	111805	378353
2281	111850	378293
2282	111905	378263
2283	111952	378206
2284	112008	378182
2285	112061	378146
2286	112116	378117
2287	112158	378046
2288	112208	378000
2289	112257	377949
2290	112302	377886
2291	112342	377806
2292	112384	377734
2293	112423	377654
2294	112471	377601
2295	112527	377573
2296	112569	377503
2297	112618	377453
2298	112668	377408
2299	112720	377367
2300	112778	377348
2301	112817	377268
2302	112867	377220
2303	112909	377148
2304	112952	377079
2305	113007	377050
2306	113060	377014
2307	113124	377016
2308	113175	376972
2309	113231	376948
2310	113281	376902
2311	113330	376853
2312	113384	376819
2313	113438	376787
2314	113490	376749
2315	113537	376693
2316	113585	376640
2317	113631	376582
2318	113675	376517
2319	113721	376457
2320	113777	376430
2321	113830	376394
2322	113882	376354
2323	113920	376272
2324	113971	376230
2325	114025	376195
2326	114077	376157
2327	114135	376137
2328	114187	376098
2329	114237	376053
2330	114280	375984
2331	114325	375921
2332	114372	375866
2333	114428	375839
2334	114478	375793
2335	114532	375760
2336	114582	375716
2337	114638	375687
2338	114690	375650
2339	114742	375611
2340	114785	375540
2341	114828	375473
2342	114878	375426
2343	114926	375373
2344	114980	375342
2345	115031	375297
2346	115079	375245
2347	115121	375175
2348	115169	375122
2349	115223	375087
2350	115269	375031
2351	115322	374993
2352	115372	374949
2353	115420	374895
2354	115466	374836
2355	115515	374788
2356	115560	374725
2357	115614	374691
2358	115660	374633
2359	115711	374590
2360	115758	374536
2361	115804	374478
2362	115849	374414
2363	115890	374340
2364	115936	374279
2365	115988	374240
2366	116048	374227
2367	116095	374174
2368	116142	374118
2369	116189	374061
2370	116235	374001
2371	116281	373944
2372	116326	373881
2373	116383	373858
2374	116429	373800
2375	116478	373750
2376	116532	373717
2377	116583	373674
2378	116633	373630
2379	116683	373583
2380	116737	373549
2381	116781	373484
2382	116830	373436
2383	116881	373392
2384	116923	373320
2385	116967	373255
2386	117015	373205
2387	117068	373169
2388	117115	373114
2389	117162	373056
2390	117209	373001
2391	117250	372927
2392	117301	372883
2393	117356	372853
2394	117408	372814
2395	117457	372765
2396	117512	372734
2397	117564	372695
2398	117615	372652
2399	117665	372606
2400	117719	372574
2401	117769	372527
2402	117816	372472
2403	117868	372433
2404	117917	372383
2405	117976	372365
2406	118026	372321
2407	118076	372275
2408	118120	372208
2409	118165	372148
2410	118212	372092
2411	118272	372077
2412	118315	372011
2413	118368	371974
2414	118414	371913
2415	118460	371857
2416	118507	371800
2417	118551	371734
2418	118600	371687
2419	118639	371607
2420	118690	371564
2421	118738	371511
2422	118791	371476
2423	118843	371434
2424	118888	371374
2425	118931	371306
2426	118983	371266
2427	119042	371248
2428	119089	371193
2429	119142	371157
2430	119190	371103
2431	119238	371050
2432	119288	371005
2433	119338	370959
2434	119384	370901
2435	119440	370874
2436	119494	370838
2437	119541	370785
2438	119590	370736
2439	119631	370661
2440	119680	370610
2441	119731	370568
2442	119777	370511
2443	119824	370455
2444	119873	370406
2445	119921	370354
2446	119970	370304
2447	120019	370257
2448	120072	370218
2449	120114	370148
2450	120166	370108
2451	120206	370032
2452	120262	370003
2453	120308	369947
2454	120359	369903
2455	120409	369858
2456	120452	369788
2457	120493	369716
2458	120539	369657
2459	120579	369582
2460	120631	369541
2461	120686	369510
2462	120721	369419
2463	120772	369376
2464	120817	369315
2465	120865	369261
2466	120918	369224
2467	120967	369176
2468	121009	369104
2469	121057	369055
2470	121104	368999
2471	121152	368946
2472	121199	368891
2473	121248	368842
2474	121291	368776
2475	121338	368721
2476	121390	368679
2477	121447	368656
2478	121495	368603
2479	121539	368540
2480	121586	368484
2481	121642	368456
2482	121695	368419
2483	121740	368357
2484	121786	368299
2485	121831	368239
2486	121885	368204
2487	121928	368137
2488	121987	368120
2489	122036	368071
2490	122091	368038
2491	122144	368001
2492	122189	367940
2493	122235	367881
2494	122292	367858
2495	122336	367793
2496	122391	367763
2497	122440	367712
2498	122484	367649
2499	122531	367594
2500	122577	367536
2501	122620	367469
2502	122666	367410
2503	122717	367367
2504	122756	367289
2505	122818	367279
2506	122882	367273
2507	122941	367257
2508	122994	367218
2509	123044	367171
2510	123098	367139
2511	123143	367076
2512	123196	367041
2513	123246	366993
2514	123288	366923
2515	123333	366863
2516	123392	366843
2517	123444	366804
2518	123493	366755
2519	123538	366694
2520	123583	366632
2521	123638	366602
2522	123685	366546
2523	123731	366487
2524	123768	366403
2525	123818	366357
2526	123855	366272
2527	123905	366227
2528	123954	366178
2529	124008	366143
2530	124066	366120
2531	124122	366093
2532	124172	366047
2533	124227	366014
2534	124270	365947
2535	124325	365916
2536	124371	365858
2537	124421	365812
2538	124473	365771
2539	124524	365730
2540	124567	365663
2541	124618	365619
2542	124667	365570
2543	124725	365548
2544	124760	365458
2545	124811	365413
2546	124866	365383
2547	124920	365348
2548	124965	365287
2549	125014	365239
2550	125064	365191
2551	125113	365142
2552	125153	365068
2553	125205	365026
2554	125254	364977
2555	125304	364931
2556	125353	364883
2557	125407	364848
2558	125454	364794
2559	125498	364728
2560	125551	364693
2561	125610	364671
2562	125651	364599
2563	125699	364548
2564	125752	364511
2565	125803	364466
2566	125849	364410
2567	125904	364377
2568	125948	364313
2569	125991	364247
2570	126046	364216
2571	126095	364165
2572	126136	364094
2573	126178	364026
2574	126229	363981
2575	126268	363903
2576	126317	363854
2577	126364	363801
2578	126417	363762
2579	126469	363721
2580	126512	363656
2581	126564	363616
2582	126619	363583
2583	126672	363545
2584	126717	363485
2585	126758	363414
2586	126798	363339
2587	126849	363296
2588	126896	363241
2589	126949	363201
2590	126999	363156
2591	127047	363104
2592	127097	363058
2593	127141	362996
2594	127196	362962
2595	127242	362905
2596	127288	362848
2597	127344	362819
2598	127393	362769
2599	127445	362728
2600	127498	362691
2601	127540	362623
2602	127593	362584
2603	127638	362525
2604	127683	362464
2605	127749	362462
2606	127800	362419
2607	127848	362367
2608	127895	362313
2609	127941	362254
2610	127993	362214
2611	128047	362180
2612	128095	362127
2613	128140	362067
2614	128183	362001
2615	128233	361955
2616	128283	361909
2617	128330	361856
2618	128384	361819
2619	128435	361775
2620	128485	361728
2621	128531	361673
2622	128574	361605
2623	128616	361539
2624	128664	361485
2625	128713	361437
2626	128762	361388
2627	128817	361355
2628	128860	361289
2629	128904	361227
2630	128953	361177
2631	128994	361107
2632	129053	361085
2633	129095	361017
2634	129141	360959
2635	129186	360899
2636	129238	360859
2637	129292	360821
2638	129338	360764
2639	129389	360722
2640	129435	360665
2641	129493	360640
2642	129541	360589
2643	129596	360556
2644	129643	360501
2645	129703	360482
2646	129754	360440
2647	129804	360393
2648	129849	360334
2649	129902	360296
2650	129955	360257
2651	129994	360180
2652	130041	360125
2653	130079	360047
2654	130127	359994
2655	130175	359943
2656	130232	359915
2657	130280	359864
2658	130321	359794
2659	130373	359753
2660	130421	359700
2661	130469	359650
2662	130522	359609
2663	130574	359570
2664	130625	359525
2665	130679	359490
2666	130726	359437
2667	130770	359373
2668	130817	359320
2669	130854	359238
2670	130903	359188
2671	130957	359152
2672	130998	359082
2673	131047	359032
2674	131099	358992
2675	131143	358928
2676	131195	358888
2677	131239	358824
2678	131287	358774
2679	131335	358723
2680	131385	358676
2681	131431	358617
2682	131490	358596
2683	131551	358581
2684	131594	358515
2685	131638	358453
2686	131694	358421
2687	131740	358364
2688	131793	358327
2689	131845	358287
2690	131903	358260
2691	131958	358228
2692	132008	358182
2693	132061	358143
2694	132115	358107
2695	132172	358082
2696	132213	358011
2697	132260	357957
2698	132304	357893
2699	132356	357852
2700	132403	357796
2701	132455	357756
2702	132502	357703
2703	132554	357661
2704	132613	357639
2705	132677	357630
2706	132741	357622
2707	132789	357570
2708	132827	357492
2709	132878	357448
2710	132926	357395
2711	132983	357369
2712	133028	357309
2713	133077	357260
2714	133121	357196
2715	133161	357124
2716	133208	357068
2717	133259	357026
2718	133318	357004
2719	133379	356986
2720	133431	356944
2721	133476	356884
2722	133527	356842
2723	133578	356798
2724	133635	356770
2725	133688	356730
2726	133731	356665
2727	133784	356628
2728	133829	356569
2729	133874	356508
2730	133931	356480
2731	133970	356404
2732	134025	356371
2733	134076	356328
2734	134120	356265
2735	134180	356244
2736	134224	356181
2737	134263	356106
2738	134315	356065
2739	134364	356016
2740	134409	355957
2741	134459	355909
2742	134506	355855
2743	134556	355808
2744	134607	355765
2745	134662	355731
2746	134714	355690
2747	134765	355647
2748	134810	355589
2749	134861	355543
2750	134906	355484
2751	134947	355414
2752	135000	355374
2753	135046	355317
2754	135098	355275
2755	135140	355208
2756	135190	355163
2757	135237	355109
2758	135285	355057
2759	135333	355004
2760	135383	354958
2761	135432	354908
2762	135492	354888
2763	135539	354834
2764	135585	354777
2765	135637	354735
2766	135685	354683
2767	135732	354631
2768	135784	354589
2769	135832	354536
2770	135874	354469
2771	135916	354402
2772	135962	354346
2773	136016	354310
2774	136070	354272
2775	136116	354216
2776	136166	354170
2777	136213	354115
2778	136265	354075
2779	136307	354007
2780	136352	353947
2781	136400	353897
2782	136463	353884
2783	136511	353832
2784	136558	353777
2785	136601	353713
2786	136654	353674
2787	136710	353642
2788	136753	353577
2789	136795	353512
2790	136842	353456
2791	136888	353400
2792	136942	353363
2793	136988	353306
2794	137035	353253
2795	137082	353196
2796	137128	353141
2797	137172	353079
2798	137216	353018
2799	137260	352956
2800	137304	352892
2801	137346	352825
2802	137396	352780
2803	137449	352740
2804	137511	352724
2805	137571	352703
2806	137617	352647
2807	137668	352603
2808	137718	352558
2809	137765	352503
2810	137803	352425
2811	137853	352380
2812	137904	352334
2813	137948	352274
2814	138006	352247
2815	138056	352200
2816	138113	352171
2817	138160	352116
2818	138198	352042
2819	138252	352004
2820	138300	351952
2821	138353	351915
2822	138396	351848
2823	138458	351834
2824	138502	351771
2825	138556	351735
2826	138608	351693
2827	138662	351657
2828	138714	351614
2829	138754	351544
2830	138803	351495
2831	138847	351434
2832	138891	351372
2833	138933	351304
2834	138990	351275
2835	139040	351229
2836	139090	351182
2837	139138	351131
2838	139186	351079
2839	139234	351026
2840	139291	350997
2841	139343	350957
2842	139399	350925
2843	139448	350877
2844	139486	350800
2845	139531	350739
2846	139579	350688
2847	139633	350651
2848	139679	350596
2849	139732	350557
2850	139772	350484
2851	139818	350429
2852	139867	350378
2853	139911	350318
2854	139957	350261
2855	140006	350212
2856	140056	350166
2857	140104	350113
2858	140152	350062
2859	140199	350008
2860	140256	349979
2861	140293	349901
2862	140335	349833
2863	140379	349771
2864	140433	349734
2865	140484	349691
2866	140540	349659
2867	140588	349607
2868	140642	349571
2869	140700	349544
2870	140746	349487
2871	140794	349436
2872	140837	349372
2873	140882	349314
2874	140933	349270
2875	140982	349219
2876	141039	349192
2877	141091	349150
2878	141137	349093
2879	141180	349030
2880	141229	348979
2881	141280	348936
2882	141334	348900
2883	141406	348908
2884	141459	348868
2885	141517	348841
2886	141574	348811
2887	141618	348749
2888	141669	348705
2889	141714	348646
2890	141767	348606
2891	141827	348585
2892	141868	348516
2893	141912	348454
2894	141952	348385
2895	142005	348344
2896	142043	348269
2897	142086	348204
2898	142133	348150
2899	142181	348099
2900	142230	348049
2901	142273	347986
2902	142327	347948
2903	142384	347919
2904	142442	347894
2905	142497	347859
2906	142550	347818
2907	142594	347758
2908	142645	347712
2909	142687	347646
2910	142741	347610
2911	142786	347552
2912	142829	347487
2913	142872	347425
2914	142928	347391
2915	142976	347340
2916	143030	347303
2917	143083	347263
2918	143125	347198
2919	143170	347139
2920	143220	347093
2921	143278	347066
2922	143320	346999
2923	143385	346987
2924	143437	346947
2925	143492	346912
2926	143546	346874
2927	143592	346818
2928	143638	346763
2929	143680	346695
2930	143730	346648
2931	143766	346569
2932	143810	346508
2933	143855	346449
2934	143899	346389
2935	143947	346337
2936	144005	346309
2937	144065	346287
2938	144116	346241
2939	144168	346199
2940	144215	346147
2941	144271	346113
2942	144309	346039
2943	144361	345997
2944	144417	345964
2945	144472	345929
2946	144515	345867
2947	144558	345803
2948	144601	345739
2949	144654	345700
2950	144699	345641
2951	144748	345592
2952	144797	345542
2953	144845	345490
2954	144893	345440
2955	144946	345400
2956	144998	345358
2957	145038	345288
2958	145087	345239
2959	145134	345184
2960	145184	345137
2961	145244	345115
2962	145282	345040
2963	145342	345016
2964	145392	344969
2965	145441	344920
2966	145488	344868
2967	145536	344814
2968	145592	344783
2969	145648	344750
2970	145705	344720
2971	145750	344660
2972	145797	344608
2973	145845	344556
2974	145889	344494
2975	145939	344448
2976	145994	344413
2977	146049	344378
2978	146105	344345
2979	146148	344282
2980	146192	344222
2981	146244	344179
2982	146292	344127
2983	146340	344077
2984	146392	344034
2985	146440	343983
2986	146494	343944
2987	146539	343886
2988	146589	343841
2989	146638	343790
2990	146694	343758
2991	146743	343708
2992	146792	343661
2993	146836	343599
2994	146882	343544
2995	146932	343497
2996	146978	343439
2997	147035	343408
2998	147074	343337
2999	147123	343287
3000	147176	343248
3001	147230	343211
3002	147275	343152
3003	147322	343099
3004	147377	343062
3005	147424	343010
3006	147470	342954
3007	147519	342905
3008	147575	342871
3009	147613	342796
3010	147652	342725
3011	147699	342670
3012	147742	342608
3013	147792	342561
3014	147843	342517
3015	147902	342490
3016	147951	342440
3017	148006	342405
3018	148045	342333
3019	148095	342286
3020	148144	342237
3021	148194	342190
3022	148241	342137
3023	148289	342084
3024	148336	342031
3025	148388	341990
3026	148437	341941
3027	148477	341871
3028	148521	341810
3029	148575	341773
3030	148624	341723
3031	148669	341666
3032	148709	341595
3033	148762	341556
3034	148812	341509
3035	148865	341468
3036	148919	341431
3037	148983	341416
3038	149028	341357
3039	149078	341312
3040	149129	341266
3041	149175	341211
3042	149224	341161
3043	149267	341098
3044	149319	341055
3045	149367	341005
3046	149421	340968
3047	149477	340934
3048	149524	340879
3049	149565	340813
3050	149611	340757
3051	149653	340691
3052	149694	340625
3053	149744	340577
3054	149797	340537
3055	149842	340478
3056	149892	340432
3057	149939	340379
3058	149982	340317
3059	150038	340283
3060	150085	340229
3061	150137	340187
3062	150181	340127
3063	150225	340067
3064	150276	340022
3065	150322	339967
3066	150379	339934
3067	150414	339853
3068	150473	339827
3069	150513	339759
3070	150559	339702
3071	150607	339650
3072	150654	339596
3073	150703	339548
3074	150771	339543
3075	150818	339487
3076	150866	339438
3077	150910	339376
3078	150953	339313
3079	151000	339261
3080	151056	339226
3081	151099	339164
3082	151143	339105
3083	151191	339052
3084	151241	339006
3085	151295	338967
3086	151339	338907
3087	151392	338869
3088	151445	338828
3089	151490	338770
3090	151538	338718
3091	151593	338682
3092	151642	338634
3093	151684	338568
3094	151728	338509
3095	151781	338469
3096	151825	338409
3097	151881	338374
3098	151930	338325
3099	151975	338267
3100	152020	338211
3101	152071	338165
3102	152121	338119
3103	152173	338076
3104	152226	338036
3105	152275	337986
3106	152325	337939
3107	152364	337868
3108	152409	337811
3109	152456	337756
3110	152507	337712
3111	152558	337668
3112	152605	337613
3113	152653	337563
3114	152712	337535
3115	152759	337482
3116	152805	337427
3117	152855	337380
3118	152908	337340
3119	152970	337319
3120	153016	337264
3121	153069	337223
3122	153121	337180
3123	153171	337134
3124	153216	337077
3125	153275	337049
3126	153324	336999
3127	153374	336953
3128	153420	336897
3129	153465	336839
3130	153505	336769
3131	153556	336726
3132	153610	336687
3133	153658	336637
3134	153713	336601
3135	153758	336542
3136	153805	336490
3137	153861	336456
3138	153905	336395
3139	153949	336336
3140	154000	336289
3141	154050	336244
3142	154106	336209
3143	154157	336165
3144	154201	336104
3145	154259	336076
3146	154303	336016
3147	154346	335954
3148	154394	335902
3149	154443	335853
3150	154491	335801
3151	154551	335776
3152	154602	335731
3153	154648	335676
3154	154705	335644
3155	154757	335603
3156	154807	335556
3157	154855	335504
3158	154905	335457
3159	154949	335397
3160	154998	335348
3161	155043	335290
3162	155094	335245
3163	155139	335188
3164	155188	335137
3165	155238	335091
3166	155288	335045
3167	155347	335016
3168	155399	334974
3169	155438	334904
3170	155491	334863
3171	155538	334810
3172	155588	334762
3173	155637	334714
3174	155685	334662
3175	155740	334627
3176	155785	334569
3177	155832	334514
3178	155879	334462
3179	155937	334432
3180	155982	334374
3181	156028	334318
3182	156072	334258
3183	156131	334230
3184	156177	334175
3185	156231	334138
3186	156279	334086
3187	156326	334031
3188	156377	333988
3189	156420	333925
3190	156465	333869
3191	156510	333810
3192	156560	333763
3193	156618	333732
3194	156658	333666
3195	156698	333597
3196	156743	333540
3197	156788	333482
3198	156833	333423
3199	156890	333392
3200	156944	333354
3201	156997	333312
3202	157052	333276
3203	157102	333229
3204	157162	333203
3205	157211	333155
3206	157259	333103
3207	157298	333033
3208	157347	332983
3209	157398	332938
3210	157453	332904
3211	157503	332855
3212	157557	332816
3213	157609	332774
3214	157650	332708
3215	157703	332667
